Show,EpId,lectura,lectura_n,score,margen,rank_asignado,coincide_argmax,n_palabras_asr,duracion,fecha
PVM,2020-06-02_08_40_11,Lectura 52,52,0.9647,0.7791,1,True,327,243.0,2020-06-02
PVM,2020-06-02_10_24_16,Lectura 53,53,0.9209,0.7817,1,True,339,213.0,2020-06-02
PVM,2020-06-02_11_48_10,Lectura 54,54,0.8845,0.6311,1,True,305,239.6,2020-06-02
PVM,2020-06-02_11_51_06,Lectura 55,55,0.9076,0.7385,1,True,294,162.6,2020-06-02
PVM,2020-06-02_12_53_21,Lectura 56,56,0.8641,0.3632,1,True,340,214.2,2020-06-02
PVM,2020-06-03_05_03_51,Lectura 66,66,0.9544,0.6854,1,True,346,219.3,2020-06-03
PVM,2020-06-03_05_04_09,Lectura 65,65,0.9203,0.7913,1,True,305,196.7,2020-06-03
PVM,2020-06-03_05_55_38,Lectura 67,67,0.8992,0.7056,1,True,316,192.3,2020-06-03
PVM,2020-06-03_06_15_52,Lectura 68,68,0.883,0.7435,1,True,288,210.9,2020-06-03
PVM,2020-06-03_06_30_08,Lectura 69,69,0.9276,0.7663,1,True,339,197.7,2020-06-03
PVM,2020-06-03_08_07_00,Lectura 70,70,0.9681,0.5552,1,True,296,183.8,2020-06-03
PVM,2020-06-03_08_42_27,Lectura 61,61,0.9438,0.8173,1,True,371,237.6,2020-06-03
PVM,2020-06-03_09_04_17,Lectura 62,62,0.9198,0.7703,1,True,309,195.6,2020-06-03
PVM,2020-06-03_11_08_23,Lectura 63,63,0.9333,0.6605,1,True,376,233.9,2020-06-03
PVM,2020-06-03_11_33_03,Lectura 64,64,0.9352,0.8058,1,True,336,221.5,2020-06-03
PVM,2020-06-04_04_43_32,Lectura 74,74,0.9431,0.5447,1,True,305,155.2,2020-06-04
PVM,2020-06-04_04_43_37,Lectura 75,75,0.9536,0.7911,1,True,284,150.5,2020-06-04
PVM,2020-06-04_04_43_38,Lectura 76,76,0.9597,0.7611,1,True,259,173.9,2020-06-04
PVM,2020-06-04_05_41_20,Lectura 77,77,0.9676,0.7822,1,True,363,213.2,2020-06-04
PVM,2020-06-04_08_23_21,Lectura 71,71,0.8054,0.2574,1,True,312,181.3,2020-06-04
PVM,2020-06-04_08_37_47,Lectura 72,72,0.8829,0.7068,1,True,402,202.4,2020-06-04
PVM,2020-06-04_08_58_03,Lectura 80,80,0.9724,0.7384,1,True,258,132.4,2020-06-04
PVM,2020-06-04_08_58_06,Lectura 79,79,0.9613,0.6635,1,True,254,130.8,2020-06-04
PVM,2020-06-04_08_58_07,Lectura 78,78,0.9318,0.6957,1,True,310,205.5,2020-06-04
PVM,2020-06-04_09_30_02,Lectura 73,73,0.9626,0.6438,1,True,327,148.2,2020-06-04
PVM,2020-06-05_04_57_14,Lectura 86,86,0.9526,0.2795,1,True,345,171.3,2020-06-05
PVM,2020-06-05_05_17_08,Lectura 87,87,0.9083,0.6731,1,True,280,145.2,2020-06-05
PVM,2020-06-05_05_22_12,Lectura 88,88,0.9665,0.643,1,True,312,192.3,2020-06-05
PVM,2020-06-05_06_26_46,Lectura 89,89,0.9485,0.8281,1,True,279,148.7,2020-06-05
PVM,2020-06-05_06_35_35,Lectura 90,90,0.9375,0.7728,1,True,329,178.6,2020-06-05
PVM,2020-06-05_06_54_24,Lectura 81,81,0.9261,0.7743,1,True,340,222.5,2020-06-05
PVM,2020-06-05_07_30_37,Lectura 82,82,0.9315,0.8083,1,True,266,163.0,2020-06-05
PVM,2020-06-05_08_05_11,Lectura 83,83,0.9327,0.7382,1,True,342,187.2,2020-06-05
PVM,2020-06-05_08_08_51,Lectura 84,84,0.9226,0.7643,1,True,369,188.3,2020-06-05
PVM,2020-06-05_08_39_09,Lectura 85,85,0.9098,0.7192,1,True,271,152.1,2020-06-05
PVM,2020-06-06_03_57_31,Lectura 96,96,0.9609,0.812,1,True,316,165.4,2020-06-06
PVM,2020-06-06_04_00_35,Lectura 97,97,0.9311,0.7956,1,True,264,139.8,2020-06-06
PVM,2020-06-06_04_34_01,Lectura 98,98,0.9338,0.7819,1,True,251,129.1,2020-06-06
PVM,2020-06-06_04_36_38,Lectura 99,99,0.8976,0.7272,1,True,248,137.3,2020-06-06
PVM,2020-06-06_04_59_49,Lectura 100,100,0.9203,0.747,1,True,349,208.7,2020-06-06
PVM,2020-06-06_07_23_03,Lectura 91,91,0.9138,0.7196,1,True,257,161.6,2020-06-06
PVM,2020-06-06_07_31_26,Lectura 92,92,0.9493,0.6825,1,True,365,226.2,2020-06-06
PVM,2020-06-06_07_33_37,Lectura 93,93,0.9027,0.7654,1,True,251,118.6,2020-06-06
PVM,2020-06-06_07_38_05,Lectura 94,94,0.8349,0.6598,1,True,311,159.9,2020-06-06
PVM,2020-06-06_07_40_48,Lectura 95,95,0.8675,0.7348,1,True,291,154.4,2020-06-06
RRYR,2020-05-27_05_03_00,Lectura 1,1,0.985,0.7543,1,True,299,182.7,2020-05-27
RRYR,2020-05-27_05_06_19,Lectura 2,2,0.9319,0.7599,1,True,309,175.9,2020-05-27
RRYR,2020-05-27_05_10_14,Lectura 3,3,0.9444,0.7607,1,True,213,116.3,2020-05-27
RRYR,2020-05-27_05_13_12,Lectura 4,4,0.9713,0.8425,1,True,388,195.2,2020-05-27
RRYR,2020-05-27_05_19_09,Lectura 5,5,0.9253,0.774,1,True,246,114.9,2020-05-27
RRYR,2020-05-27_05_22_19,Lectura 6,6,0.9181,0.7218,1,True,265,143.2,2020-05-27
RRYR,2020-05-27_05_28_46,Lectura 7,7,0.9124,0.6904,1,True,312,157.4,2020-05-27
RRYR,2020-05-27_05_34_14,Lectura 8,8,0.9372,0.8066,1,True,262,137.2,2020-05-27
RRYR,2020-05-27_05_40_15,Lectura 9,9,0.9436,0.8022,1,True,315,172.0,2020-05-27
RRYR,2020-05-27_05_44_38,Lectura 10,10,0.9287,0.8023,1,True,276,137.3,2020-05-27
RRYR,2020-05-28_06_39_57,Lectura 11,11,0.9421,0.7718,1,True,318,175.8,2020-05-28
RRYR,2020-05-28_06_46_18,Lectura 12,12,0.9567,0.6471,1,True,274,132.2,2020-05-28
RRYR,2020-05-28_06_50_06,Lectura 13,13,0.9478,0.797,1,True,292,131.9,2020-05-28
RRYR,2020-05-28_06_53_15,Lectura 14,14,0.8968,0.7308,1,True,319,176.5,2020-05-28
RRYR,2020-05-28_06_59_38,Lectura 15,15,0.9053,0.7665,1,True,290,133.4,2020-05-28
RRYR,2020-05-28_07_03_05,Lectura 16,16,0.9274,0.61,1,True,386,181.8,2020-05-28
RRYR,2020-05-28_07_06_54,Lectura 17,17,0.8905,0.727,1,True,316,169.7,2020-05-28
RRYR,2020-05-28_07_14_56,Lectura 18,18,0.9276,0.7823,1,True,299,155.3,2020-05-28
RRYR,2020-05-28_07_18_47,Lectura 19,19,0.9209,0.5833,1,True,302,175.6,2020-05-28
RRYR,2020-05-28_07_21_12,Lectura 20,20,0.8918,0.7554,1,True,204,121.6,2020-05-28
RRYR,2020-05-29_10_02_11,Lectura 30,30,0.8872,0.7396,1,True,266,142.6,2020-05-29
RRYR,2020-05-29_10_02_27,Lectura 28,28,0.968,0.6883,1,True,251,147.3,2020-05-29
RRYR,2020-05-29_10_02_40,Lectura 29,29,0.7338,0.5625,1,True,349,175.4,2020-05-29
RRYR,2020-05-29_10_02_52,Lectura 24,24,0.9569,0.8552,1,True,287,151.8,2020-05-29
RRYR,2020-05-29_10_03_20,Lectura 26,26,0.8791,0.7341,1,True,354,200.2,2020-05-29
RRYR,2020-05-29_10_04_26,Lectura 25,25,0.9277,0.5973,1,True,366,193.6,2020-05-29
RRYR,2020-05-29_10_04_59,Lectura 22,22,0.9287,0.7716,1,True,280,167.5,2020-05-29
RRYR,2020-05-29_10_05_19,Lectura 21,21,0.8977,0.6436,1,True,304,186.8,2020-05-29
RRYR,2020-05-29_10_05_20,Lectura 27,27,0.921,0.7769,1,True,358,209.7,2020-05-29
RRYR,2020-05-29_10_05_23,Lectura 23,23,0.9408,0.7923,1,True,278,170.3,2020-05-29
RRYR,2020-05-30_10_11_55,Lectura 40,40,0.8997,0.2771,1,True,358,218.8,2020-05-30
RRYR,2020-05-30_10_14_19,Lectura 39,39,0.9522,0.7868,1,True,317,171.3,2020-05-30
RRYR,2020-05-30_10_15_09,Lectura 38,38,0.9539,0.7627,1,True,349,204.7,2020-05-30
RRYR,2020-05-30_10_15_41,Lectura 37,37,0.9171,0.7056,1,True,350,216.0,2020-05-30
RRYR,2020-05-30_10_17_11,Lectura 36,36,0.9309,0.8008,1,True,379,205.8,2020-05-30
RRYR,2020-05-30_10_17_30,Lectura 34,34,0.9246,0.7344,1,True,327,178.5,2020-05-30
RRYR,2020-05-30_10_17_36,Lectura 33,33,0.9545,0.6168,1,True,267,146.4,2020-05-30
RRYR,2020-05-30_10_17_48,Lectura 35,35,0.8816,0.6887,1,True,384,200.5,2020-05-30
RRYR,2020-05-30_10_17_57,Lectura 32,32,0.9727,0.8517,1,True,306,150.7,2020-05-30
RRYR,2020-05-30_10_18_04,Lectura 31,31,0.9453,0.8092,1,True,288,168.9,2020-05-30
RRYR,2020-06-01_10_23_33,Lectura 50,50,0.9325,0.3005,1,True,280,146.8,2020-06-01
RRYR,2020-06-01_10_23_35,Lectura 49,49,0.9094,0.7733,1,True,383,189.8,2020-06-01
RRYR,2020-06-01_10_23_42,Lectura 48,48,0.9451,0.6503,1,True,313,161.4,2020-06-01
RRYR,2020-06-01_10_23_50,Lectura 47,47,0.9547,0.4293,1,True,325,179.7,2020-06-01
RRYR,2020-06-01_10_23_55,Lectura 45,45,0.9279,0.7295,1,True,285,158.3,2020-06-01
RRYR,2020-06-01_10_24_06,Lectura 46,46,0.9636,0.7717,1,True,374,191.7,2020-06-01
RRYR,2020-06-01_10_24_24,Lectura 44,44,0.8866,0.6143,1,True,329,209.5,2020-06-01
RRYR,2020-06-01_10_24_31,Lectura 43,43,0.9538,0.7802,1,True,377,215.7,2020-06-01
RRYR,2020-06-01_10_24_33,Lectura 42,42,0.9326,0.7463,1,True,369,178.9,2020-06-01
RRYR,2020-06-01_10_25_59,Lectura 41,41,0.9668,0.8043,1,True,347,175.7,2020-06-01
RRYR,2020-06-02_09_52_48,Lectura 60,60,0.8731,0.6978,1,True,231,128.6,2020-06-02
RRYR,2020-06-02_09_53_04,Lectura 59,59,0.9554,0.7565,1,True,336,182.5,2020-06-02
RRYR,2020-06-02_09_53_20,Lectura 58,58,0.9611,0.767,1,True,292,155.6,2020-06-02
RRYR,2020-06-02_09_53_30,Lectura 55,55,0.9517,0.7838,1,True,306,163.5,2020-06-02
RRYR,2020-06-02_09_53_45,Lectura 56,56,0.9406,0.4524,1,True,365,200.9,2020-06-02
RRYR,2020-06-02_09_53_51,Lectura 57,57,0.9523,0.7519,1,True,339,202.9,2020-06-02
RRYR,2020-06-02_09_53_58,Lectura 54,54,0.9149,0.6552,1,True,298,195.5,2020-06-02
RRYR,2020-06-02_09_54_06,Lectura 53,53,0.9185,0.7754,1,True,334,168.8,2020-06-02
RRYR,2020-06-02_09_54_11,Lectura 51,51,0.9396,0.7984,1,True,334,170.3,2020-06-02
RRYR,2020-06-02_09_54_22,Lectura 52,52,0.9579,0.7718,1,True,332,168.1,2020-06-02
RRYR,2020-06-03_09_17_04,Lectura 70,70,0.9706,0.561,1,True,303,153.0,2020-06-03
RRYR,2020-06-03_09_17_05,Lectura 69,69,0.9543,0.7943,1,True,336,180.3,2020-06-03
RRYR,2020-06-03_09_17_11,Lectura 68,68,0.914,0.7751,1,True,292,159.0,2020-06-03
RRYR,2020-06-03_09_17_20,Lectura 67,67,0.9284,0.7301,1,True,313,171.2,2020-06-03
RRYR,2020-06-03_09_17_30,Lectura 66,66,0.9807,0.711,1,True,307,147.6,2020-06-03
RRYR,2020-06-03_09_17_32,Lectura 65,65,0.9404,0.8149,1,True,316,155.6,2020-06-03
RRYR,2020-06-03_09_17_38,Lectura 64,64,0.9255,0.8034,1,True,347,181.2,2020-06-03
RRYR,2020-06-03_09_17_39,Lectura 63,63,0.9666,0.6899,1,True,374,194.3,2020-06-03
RRYR,2020-06-03_09_17_41,Lectura 62,62,0.9314,0.785,1,True,310,171.4,2020-06-03
RRYR,2020-06-03_09_17_46,Lectura 61,61,0.9442,0.8165,1,True,373,199.3,2020-06-03
RRYR,2020-06-04_08_19_53,Lectura 79,79,0.98,0.6868,1,True,263,133.8,2020-06-04
RRYR,2020-06-04_08_49_24,Lectura 80,80,0.9546,0.7236,1,True,276,146.3,2020-06-04
RRYR,2020-06-04_08_52_00,Lectura 77,77,0.9835,0.8008,1,True,365,203.8,2020-06-04
RRYR,2020-06-04_08_52_14,Lectura 78,78,0.9529,0.722,1,True,327,180.4,2020-06-04
RRYR,2020-06-04_09_03_45,Lectura 76,76,0.9604,0.7647,1,True,272,159.7,2020-06-04
RRYR,2020-06-04_09_04_14,Lectura 74,74,0.9282,0.5034,1,True,259,151.3,2020-06-04
RRYR,2020-06-04_09_04_25,Lectura 75,75,0.9638,0.8027,1,True,286,155.6,2020-06-04
RRYR,2020-06-04_09_04_59,Lectura 72,72,0.9183,0.7254,1,True,378,192.1,2020-06-04
RRYR,2020-06-04_09_05_00,Lectura 71,71,0.9343,0.2709,1,True,361,199.1,2020-06-04
RRYR,2020-06-04_09_05_13,Lectura 73,73,0.9699,0.6493,1,True,334,173.3,2020-06-04
RRYR,2020-06-05_10_08_16,Lectura 87,87,0.8682,0.6324,1,True,288,136.2,2020-06-05
RRYR,2020-06-05_10_08_28,Lectura 88,88,0.9589,0.6364,1,True,309,181.4,2020-06-05
RRYR,2020-06-05_10_08_32,Lectura 86,86,0.9362,0.2824,1,True,341,166.3,2020-06-05
RRYR,2020-06-05_10_09_19,Lectura 85,85,0.9469,0.7562,1,True,274,143.7,2020-06-05
RRYR,2020-06-05_10_09_24,Lectura 82,82,0.9393,0.8146,1,True,270,140.7,2020-06-05
RRYR,2020-06-05_10_09_25,Lectura 84,84,0.943,0.7864,1,True,366,197.6,2020-06-05
RRYR,2020-06-05_10_09_26,Lectura 81,81,0.9316,0.786,1,True,360,218.0,2020-06-05
RRYR,2020-06-05_10_09_27,Lectura 83,83,0.9243,0.7298,1,True,346,185.5,2020-06-05
RRYR,2020-06-05_10_14_56,Lectura 90,90,0.9556,0.7891,1,True,321,173.9,2020-06-05
RRYR,2020-06-05_10_18_16,Lectura 89,89,0.9482,0.8329,1,True,278,169.4,2020-06-05
RRYR,2020-06-06_09_47_58,Lectura 99,99,0.9279,0.7601,1,True,251,140.9,2020-06-06
RRYR,2020-06-06_09_48_23,Lectura 100,100,0.9257,0.7552,1,True,362,199.6,2020-06-06
RRYR,2020-06-06_09_48_34,Lectura 97,97,0.9262,0.7921,1,True,261,132.3,2020-06-06
RRYR,2020-06-06_09_48_45,Lectura 96,96,0.9571,0.8117,1,True,321,170.9,2020-06-06
RRYR,2020-06-06_09_48_50,Lectura 98,98,0.9411,0.7938,1,True,261,140.1,2020-06-06
RRYR,2020-06-06_09_48_55,Lectura 91,91,0.9674,0.7674,1,True,268,153.0,2020-06-06
RRYR,2020-06-06_09_48_58,Lectura 95,95,0.9136,0.7815,1,True,288,152.8,2020-06-06
RRYR,2020-06-06_09_48_59,Lectura 94,94,0.9272,0.7465,1,True,314,193.2,2020-06-06
RRYR,2020-06-06_09_49_06,Lectura 92,92,0.9469,0.6964,1,True,361,204.9,2020-06-06
RRYR,2020-06-06_09_49_15,Lectura 93,93,0.9728,0.8352,1,True,260,139.1,2020-06-06
SSF,2020-05-28_02_37_08,Lectura 5,5,0.9329,0.7868,1,True,233,115.2,2020-05-28
SSF,2020-05-28_02_37_16,Lectura 4,4,0.9514,0.8209,1,True,401,216.9,2020-05-28
SSF,2020-05-28_02_37_17,Lectura 6,6,0.9315,0.7363,1,True,270,141.1,2020-05-28
SSF,2020-05-28_06_13_37,Lectura 10,10,0.8929,0.76,1,True,264,137.0,2020-05-28
SSF,2020-05-28_06_13_38,Lectura 8,8,0.9208,0.7861,1,True,255,131.6,2020-05-28
SSF,2020-05-28_06_14_02,Lectura 7,7,0.8957,0.6742,1,True,318,168.6,2020-05-28
SSF,2020-05-28_06_14_03,Lectura 9,9,0.9415,0.7972,1,True,316,179.3,2020-05-28
SSF,2020-05-28_10_47_55,Lectura 1,1,0.9356,0.7096,1,True,302,151.8,2020-05-28
SSF,2020-05-28_10_47_57,Lectura 3,3,0.9635,0.7848,1,True,205,99.7,2020-05-28
SSF,2020-05-28_10_47_58,Lectura 2,2,0.8579,0.7053,1,True,309,167.3,2020-05-28
SSF,2020-05-29_05_14_52,Lectura 24,24,0.9476,0.8447,1,True,275,151.1,2020-05-29
SSF,2020-05-29_05_14_58,Lectura 23,23,0.9037,0.7529,1,True,273,135.2,2020-05-29
SSF,2020-05-29_05_14_59,Lectura 21,21,0.9301,0.6802,1,True,266,127.2,2020-05-29
SSF,2020-05-29_05_15_00,Lectura 22,22,0.9262,0.7622,1,True,309,155.8,2020-05-29
SSF,2020-05-29_05_15_01,Lectura 25,25,0.9264,0.5933,1,True,361,181.0,2020-05-29
SSF,2020-05-29_06_52_58,Lectura 30,30,0.8523,0.7075,1,True,263,124.9,2020-05-29
SSF,2020-05-29_06_53_12,Lectura 29,29,0.7237,0.5513,1,True,342,147.1,2020-05-29
SSF,2020-05-29_06_54_07,Lectura 27,27,0.8993,0.7526,1,True,344,170.0,2020-05-29
SSF,2020-05-29_06_54_08,Lectura 26,26,0.8542,0.7042,1,True,347,174.9,2020-05-29
SSF,2020-05-29_06_54_09,Lectura 28,28,0.9083,0.6279,1,True,235,115.4,2020-05-29
SSF,2020-05-29_11_04_25,Lectura 15,15,0.8539,0.713,1,True,276,129.8,2020-05-29
SSF,2020-05-29_11_04_28,Lectura 17,17,0.8904,0.7234,1,True,298,122.9,2020-05-29
SSF,2020-05-29_11_04_30,Lectura 20,20,0.8746,0.7399,1,True,203,100.4,2020-05-29
SSF,2020-05-29_11_04_41,Lectura 14,14,0.8991,0.7369,1,True,318,164.7,2020-05-29
SSF,2020-05-29_11_04_42,Lectura 12,12,0.9791,0.6579,1,True,265,131.5,2020-05-29
SSF,2020-05-29_11_04_43,Lectura 16,16,0.9083,0.5951,1,True,383,161.7,2020-05-29
SSF,2020-05-29_11_04_44,Lectura 13,13,0.9085,0.7556,1,True,283,138.2,2020-05-29
SSF,2020-05-29_11_04_45,Lectura 18,18,0.9055,0.7598,1,True,297,161.3,2020-05-29
SSF,2020-05-29_11_04_46,Lectura 11,11,0.9323,0.7637,1,True,311,185.8,2020-05-29
SSF,2020-05-29_11_04_47,Lectura 19,19,0.925,0.5799,1,True,310,176.6,2020-05-29
SSF,2020-05-30_02_23_57,Lectura 32,32,0.9305,0.8086,1,True,305,131.8,2020-05-30
SSF,2020-05-30_02_24_05,Lectura 33,33,0.958,0.6138,1,True,263,118.8,2020-05-30
SSF,2020-05-30_02_24_11,Lectura 31,31,0.8501,0.7138,1,True,301,141.3,2020-05-30
SSF,2020-05-30_02_24_12,Lectura 35,35,0.8741,0.6754,1,True,378,182.1,2020-05-30
SSF,2020-05-30_02_24_13,Lectura 34,34,0.8934,0.6907,1,True,317,173.1,2020-05-30
SSF,2020-05-30_06_49_26,Lectura 40,40,0.8683,0.2501,1,True,358,191.9,2020-05-30
SSF,2020-05-30_06_49_27,Lectura 36,36,0.8927,0.7633,1,True,371,169.2,2020-05-30
SSF,2020-05-30_06_49_28,Lectura 38,38,0.9043,0.718,1,True,352,176.2,2020-05-30
SSF,2020-05-30_06_49_29,Lectura 39,39,0.9457,0.7766,1,True,305,155.2,2020-05-30
SSF,2020-05-30_06_49_30,Lectura 37,37,0.9291,0.7074,1,True,351,164.6,2020-05-30
SSF,2020-06-01_04_55_39,Lectura 45,45,0.9102,0.7215,1,True,280,131.9,2020-06-01
SSF,2020-06-01_04_55_55,Lectura 42,42,0.8963,0.7061,1,True,367,151.8,2020-06-01
SSF,2020-06-01_04_55_58,Lectura 43,43,0.94,0.7652,1,True,368,176.7,2020-06-01
SSF,2020-06-01_04_55_59,Lectura 41,41,0.9437,0.7832,1,True,341,151.3,2020-06-01
SSF,2020-06-01_04_56_00,Lectura 44,44,0.8701,0.6023,1,True,306,173.8,2020-06-01
SSF,2020-06-01_07_05_36,Lectura 48,48,0.9364,0.6413,1,True,311,137.3,2020-06-01
SSF,2020-06-01_07_05_40,Lectura 50,50,0.8885,0.2809,1,True,277,131.3,2020-06-01
SSF,2020-06-01_07_05_41,Lectura 46,46,0.9446,0.7568,1,True,369,156.3,2020-06-01
SSF,2020-06-01_07_05_42,Lectura 47,47,0.9187,0.4011,1,True,323,159.2,2020-06-01
SSF,2020-06-01_07_05_43,Lectura 49,49,0.91,0.775,1,True,371,171.1,2020-06-01
SSF,2020-06-02_02_30_11,Lectura 57,57,0.9443,0.738,1,True,334,180.1,2020-06-02
SSF,2020-06-02_02_30_12,Lectura 55,55,0.9588,0.7952,1,True,296,150.1,2020-06-02
SSF,2020-06-02_02_30_13,Lectura 56,56,0.9308,0.4356,1,True,356,177.6,2020-06-02
SSF,2020-06-02_06_27_24,Lectura 60,60,0.8307,0.6382,1,True,253,134.2,2020-06-02
SSF,2020-06-02_06_27_25,Lectura 58,58,0.9293,0.7312,1,True,284,136.2,2020-06-02
SSF,2020-06-02_06_27_26,Lectura 59,59,0.9528,0.7522,1,True,332,166.4,2020-06-02
SSF,2020-06-02_10_30_38,Lectura 51,51,0.9236,0.7799,1,True,335,149.6,2020-06-02
SSF,2020-06-02_10_30_45,Lectura 53,53,0.9013,0.7625,1,True,323,159.2,2020-06-02
SSF,2020-06-02_10_30_50,Lectura 52,52,0.9527,0.768,1,True,328,152.7,2020-06-02
SSF,2020-06-02_10_30_51,Lectura 54,54,0.9033,0.6444,1,True,288,217.7,2020-06-02
SSF,2020-06-03_02_51_34,Lectura 65,65,0.9245,0.8045,1,True,315,153.9,2020-06-03
SSF,2020-06-03_02_51_37,Lectura 66,66,0.9232,0.6475,1,True,296,143.6,2020-06-03
SSF,2020-06-03_02_51_38,Lectura 67,67,0.9076,0.7168,1,True,330,172.0,2020-06-03
SSF,2020-06-03_06_25_31,Lectura 70,70,0.9357,0.5307,1,True,296,149.5,2020-06-03
SSF,2020-06-03_06_25_33,Lectura 69,69,0.9188,0.7557,1,True,339,172.3,2020-06-03
SSF,2020-06-03_06_25_34,Lectura 68,68,0.9202,0.7832,1,True,286,141.2,2020-06-03
SSF,2020-06-03_10_46_33,Lectura 62,62,0.9384,0.7916,1,True,309,152.3,2020-06-03
SSF,2020-06-03_10_47_02,Lectura 63,63,0.9238,0.6478,1,True,369,176.4,2020-06-03
SSF,2020-06-03_10_48_44,Lectura 64,64,0.8849,0.763,1,True,338,159.9,2020-06-03
SSF,2020-06-03_10_48_45,Lectura 61,61,0.9029,0.775,1,True,370,205.6,2020-06-03
SSF,2020-06-04_04_14_06,Lectura 75,75,0.8855,0.7245,1,True,282,125.7,2020-06-04
SSF,2020-06-04_04_14_24,Lectura 76,76,0.9195,0.7255,1,True,264,127.1,2020-06-04
SSF,2020-06-04_04_14_25,Lectura 77,77,0.953,0.7638,1,True,360,169.9,2020-06-04
SSF,2020-06-04_07_03_56,Lectura 79,79,0.9612,0.6644,1,True,263,114.1,2020-06-04
SSF,2020-06-04_07_05_23,Lectura 80,80,0.9496,0.7182,1,True,267,129.4,2020-06-04
SSF,2020-06-04_07_05_33,Lectura 78,78,0.9414,0.7061,1,True,314,137.4,2020-06-04
SSF,2020-06-04_11_26_07,Lectura 72,72,0.8747,0.6861,1,True,370,180.9,2020-06-04
SSF,2020-06-04_11_26_16,Lectura 74,74,0.9375,0.5448,1,True,308,165.8,2020-06-04
SSF,2020-06-04_11_26_17,Lectura 73,73,0.9312,0.6172,1,True,329,148.5,2020-06-04
SSF,2020-06-04_11_26_18,Lectura 71,71,0.937,0.2673,1,True,356,190.2,2020-06-04
SSF,2020-06-05_03_17_04,Lectura 85,85,0.9045,0.7122,1,True,263,122.9,2020-06-05
SSF,2020-06-05_03_17_06,Lectura 87,87,0.8648,0.6325,1,True,287,128.6,2020-06-05
SSF,2020-06-05_03_17_08,Lectura 86,86,0.9406,0.2623,1,True,344,177.4,2020-06-05
SSF,2020-06-05_06_00_55,Lectura 88,88,0.949,0.6343,1,True,310,157.0,2020-06-05
SSF,2020-06-05_06_00_56,Lectura 90,90,0.9302,0.7616,1,True,325,162.4,2020-06-05
SSF,2020-06-05_06_00_57,Lectura 89,89,0.9253,0.8094,1,True,288,148.4,2020-06-05
SSF,2020-06-05_10_44_24,Lectura 82,82,0.8988,0.7785,1,True,272,123.4,2020-06-05
SSF,2020-06-05_10_44_32,Lectura 83,83,0.892,0.7026,1,True,338,154.2,2020-06-05
SSF,2020-06-05_10_44_34,Lectura 81,81,0.885,0.7285,1,True,342,183.4,2020-06-05
SSF,2020-06-05_10_44_37,Lectura 84,84,0.9482,0.7929,1,True,365,177.5,2020-06-05
SSF,2020-06-06_02_13_51,Lectura 97,97,0.9241,0.7877,1,True,264,130.8,2020-06-06
SSF,2020-06-06_02_14_01,Lectura 95,95,0.9123,0.7835,1,True,282,137.7,2020-06-06
SSF,2020-06-06_02_14_05,Lectura 96,96,0.9555,0.8058,1,True,311,157.0,2020-06-06
SSF,2020-06-06_05_28_59,Lectura 99,99,0.9343,0.7656,1,True,259,107.5,2020-06-06
SSF,2020-06-06_05_29_06,Lectura 98,98,0.9064,0.7574,1,True,261,112.6,2020-06-06
SSF,2020-06-06_05_29_07,Lectura 100,100,0.9429,0.7707,1,True,352,173.2,2020-06-06
SSF,2020-06-06_09_38_23,Lectura 93,93,0.9351,0.7972,1,True,261,112.8,2020-06-06
SSF,2020-06-06_09_38_26,Lectura 91,91,0.871,0.671,1,True,264,141.1,2020-06-06
SSF,2020-06-06_09_38_28,Lectura 94,94,0.8962,0.7127,1,True,313,157.1,2020-06-06
SSF,2020-06-06_09_38_30,Lectura 92,92,0.9362,0.6819,1,True,360,186.0,2020-06-06
